sample_id,elv_angle,shoulder_elv,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,capacity_target,capacity_muscles,capacity_scale,usable,status,reason,duration_ms,objective,max_assembly_error_deg,max_equilibrium_residual,max_reserve_torque_nm,muscles_at_floor,muscles_at_capacity,activation__DELT1,activation__DELT2,activation__DELT3,activation__SUPSP,activation__INFSP,activation__SUBSC,activation__TMIN,activation__TMAJ,activation__PECM1,activation__PECM2,activation__PECM3,activation__LAT1,activation__LAT2,activation__LAT3,activation__CORB,activation__TRIlong,activation__TRIlat,activation__TRImed,activation__ANC,activation__SUP,activation__BIClong,activation__BICshort,activation__BRA,activation__BRD,activation__ECRL,activation__ECRB,activation__ECU,activation__FCR,activation__FCU,activation__PL,activation__PT,activation__PQ,activation__FDSL,activation__FDSR,activation__FDSM,activation__FDSI,activation__FDPL,activation__FDPR,activation__FDPM,activation__FDPI,activation__EDCL,activation__EDCR,activation__EDCM,activation__EDCI,activation__EDM,activation__EIP,activation__EPL,activation__EPB,activation__FPL,activation__APL,active_force_n__DELT1,active_force_n__DELT2,active_force_n__DELT3,active_force_n__SUPSP,active_force_n__INFSP,active_force_n__SUBSC,active_force_n__TMIN,active_force_n__TMAJ,active_force_n__PECM1,active_force_n__PECM2,active_force_n__PECM3,active_force_n__LAT1,active_force_n__LAT2,active_force_n__LAT3,active_force_n__CORB,active_force_n__TRIlong,active_force_n__TRIlat,active_force_n__TRImed,active_force_n__ANC,active_force_n__SUP,active_force_n__BIClong,active_force_n__BICshort,active_force_n__BRA,active_force_n__BRD,active_force_n__ECRL,active_force_n__ECRB,active_force_n__ECU,active_force_n__FCR,active_force_n__FCU,active_force_n__PL,active_force_n__PT,active_force_n__PQ,active_force_n__FDSL,active_force_n__FDSR,active_force_n__FDSM,active_force_n__FDSI,active_force_n__FDPL,active_force_n__FDPR,active_force_n__FDPM,active_force_n__FDPI,active_force_n__EDCL,active_force_n__EDCR,active_force_n__EDCM,active_force_n__EDCI,active_force_n__EDM,active_force_n__EIP,active_force_n__EPL,active_force_n__EPB,active_force_n__FPL,active_force_n__APL
sobol__0002818@@pectoralis_major@@0.50,84.07705757,31.76713956,78.43019115,88.1276283,61.65927269,-8.47303754,25.66023837,Pectoralis major,PECM1;PECM2;PECM3,0.5,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,498.29454,0.254939864317,1.82639885438e-07,7.24753590475e-13,2.12770111952e-05,11,0,0.0834370177359,0.0100006332824,0.015142158478,0.0100014555071,0.0583725810079,0.0100009077283,0.0514891031518,0.051073756307,0.158023912454,0.177356517566,0.0337858473978,0.010207178063,0.0100748911591,0.0100222010455,0.0895695522184,0.154387375507,0.0510934334097,0.0500319098557,0.0108300423299,0.0100452377981,0.0100009631223,0.0228696662646,0.010004479709,0.0100021308135,0.276840013405,0.167176712518,0.0100025750112,0.0700404380908,0.0100010008778,0.0100209774504,0.123069333166,0.0479828972976,0.0100129737893,0.0100061559353,0.0349046350749,0.0433099028764,0.0100080075218,0.0100164447084,0.0103725299891,0.0634506573162,0.0100290645375,0.0100248118311,0.0173268616872,0.025380938151,0.0100133337774,0.0154899460965,0.0270702501161,0.0382584920977,0.0100094418126,0.0650951947609,101.625219172,10.6523146983,3.01628296494,4.81974441908,40.0076425793,12.2777511525,13.5780956574,6.77133051955,31.5556666351,40.9094379122,1.78779202514,2.28789195963,1.66922589757,1.67210557083,14.2895259959,32.9645218164,36.0467248403,34.5641035073,2.82555901472,0,5.23098368743,7.23523660774,11.0246190683,2.55741362699,88.9556984827,36.9400556545,1.18863041759,25.0696223113,3.59863289423,0.768776012655,60.9240077268,11.0394159482,0.461526805731,1.54032040222,8.67412519065,6.92125302326,2.33721905155,1.69751209288,2.06492035343,12.1629600952,0.176411041723,0.737036699568,1.15347347468,1.05941493741,0.413042283445,0.527125176826,1.68759165481,1.74857654691,2.00960618235,7.37668377243
sobol__0001065@@posterior_deltoid@@0.50,65.13662788,116.54008878,85.79103099,115.96210096,-3.06728981,-6.70423871,42.50594149,Posterior deltoid,DELT3,0.5,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,310.923696,1.5572005692,8.06790421137e-08,3.61666252502e-12,0.000134755413716,25,0,0.0100006449359,0.564807727086,0.27304800553,0.107353343324,0.0100452376857,0.249131555791,0.982733700374,0.0100009442769,0.0100002998789,0.0100000871565,0.0100001131631,0.0100005269711,0.0100004463978,0.0100004912489,0.0100005058746,0.0100452376857,0.148873024589,0.148545532641,0.0367246803115,0.0100032039694,0.174166815937,0.0100003098077,0.0100017864089,0.0100081221573,0.0100080089224,0.0733002994068,0.119002904265,0.0100028402491,0.0100452376857,0.0100452376857,0.0977167515089,0.0714625501763,0.0100452376857,0.0100041460411,0.0100011591891,0.0100017242632,0.0100017057877,0.0100021255166,0.0100017006504,0.0100015813183,0.0153784677986,0.0712354907629,0.0579575001595,0.0286758590511,0.0353294730105,0.0167052225693,0.0100402191315,0.0100079423963,0.0100038908307,0.0100029626225,8.76196273075,218.749549934,25.5677903358,16.6652435881,0,285.33484338,248.267588,1.42780763484,3.98514851135,6.33346548132,4.62681965048,2.71377846441,3.01246178718,1.87912122078,2.08023717683,0,106.799342977,106.329989095,10.4000143123,3.70807621367,63.3691450623,3.1606823143,9.48643889764,0.697010519926,2.83115623104,13.9745218851,14.7736258779,1.1372451545,0,0,49.7215588501,20.3209812479,0,0.678330079473,2.42121328765,1.56744100665,2.28113170511,1.65651155989,1.94945672755,1.8826205946,0.250708103438,4.61967394507,3.42210380213,1.08008875704,1.33022062468,0.465037928254,0.616454802591,0.455526362784,1.93246731885,1.10691455597
sobol__0003163@@supraspinatus@@0.25,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Supraspinatus,SUPSP,0.25,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,418.707374,5.71694751854,9.32076709148e-07,3.75956340425e-12,0.000506506838491,26,3,0.010001143902,0.600124203738,0.225134968817,0.0487753701376,0.155197324184,0.160902158043,0.010006184168,0.010005595962,0.0100052392163,0.0100004748037,0.0100004420095,0.0100049858944,0.0100035216124,0.0100022908704,0.0100012882503,0.101086587569,0.500656013834,0.500160713948,0.126232794042,0.999999793572,0.41350570248,0.147365890452,0.0100005697782,0.010000098184,0.999999182265,0.999999768444,0.0100001537182,0.357246708868,0.0100000854377,0.010001207061,0.0100000693675,0.0100004032649,0.0100012597254,0.0100003588481,0.0930383402907,0.342215977757,0.0100005241325,0.0100011393665,0.0100051083917,0.679604641041,0.0100024962901,0.0100008323155,0.0389931932403,0.203305089093,0.0100009906182,0.15889568044,0.322665529665,0.399093432065,0.0100009548264,0.695599867033,9.98258737362,233.452259867,42.5507124107,1.95715361414,152.491862457,209.778897917,2.53864439575,1.4393701168,4.44139298552,6.55562693968,4.96463190184,2.66667541225,2.88156080576,1.8346903338,1.65070349135,10.9362349867,359.163853958,358.453791815,35.7491223217,350.145624883,116.226034305,46.6852724381,9.01040331247,1.43524054604,245.002102702,251.930290945,1.2568911938,129.439390725,2.69906294054,0.818900580822,5.53171868493,2.50136547543,0.37709357897,1.55319337774,24.0768547426,55.5821368006,2.36795005607,1.72911378947,2.0826493609,134.080246685,0.222130121686,0.888873531574,3.10256468109,9.75378824088,0.475894908046,6.35146685264,24.968275742,18.3134363824,2.00891023405,80.2332067272
sobol__0001218@@pectoralis_major@@0.50,81.30850288,1.26665128,74.65821849,32.17303846,48.80771019,-1.91908246,38.28719149,Pectoralis major,PECM1;PECM2;PECM3,0.5,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,395.505364,0.195475491856,3.18432242796e-07,2.87540262728e-13,0.000317406833132,23,0,0.0100005088507,0.0100005237396,0.0936864531872,0.0100082278961,0.0100010226251,0.0100006481652,0.0919119563929,0.156348133803,0.0100051857089,0.010004711954,0.010002653388,0.155641991783,0.0737127500341,0.105936198533,0.0192478379107,0.181421070479,0.0100025591978,0.0100027203905,0.010045237468,0.010045237468,0.133610686459,0.0288501675408,0.158772637418,0.0870526317201,0.0430310093689,0.0485072117035,0.0920522789286,0.0100015018795,0.0100042267413,0.0100042233372,0.0866121756589,0.0102751521704,0.0100078684398,0.010003589755,0.0100018572318,0.0100027293742,0.0100027996601,0.0100034451685,0.0100027463963,0.0100025395817,0.0110698435218,0.0482362138351,0.0367461162724,0.0167165103025,0.0269006557587,0.0111419867345,0.0100424401681,0.0100102819531,0.0100037078774,0.0100037599027,8.32630628802,10.990493547,18.8663974801,4.99464936535,5.92201557268,12.4174405414,24.7588672172,19.0837909989,2.11001093193,2.90894139462,1.44882476246,27.5948418928,6.20319825145,15.9309111503,3.44933435199,103.308513778,6.42871418268,6.02653197422,0,0,44.5442598384,6.55629950452,186.934061354,22.8431492967,12.6923293874,8.6691606994,14.9562634645,3.87734894277,4.22105259783,0.920687161249,48.2579417215,2.59841192737,0.672794443149,1.59582554634,2.42007279536,1.56529897814,2.27809917692,1.65557698003,1.94594165481,1.88111406037,0.210123486199,3.65112773246,2.42464514138,0.6576212224,1.30043659591,0.30709685908,0.545295665304,0.460143673647,1.95783611063,1.12821563566
sobol__0003903@@brachioradialis@@0.25,-53.99911431,107.11381925,16.68702708,116.37469862,-9.98135231,-2.47450238,-15.29679288,Brachioradialis,BRD,0.25,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,399.178054,1.83390391538,4.18452898998e-08,4.08562073062e-12,0.000341619328626,13,0,0.568051299136,0.694824138341,0.0100019714793,0.311312198039,0.0100012077484,0.0100037749652,0.0101862987633,0.0100059905351,0.0100006948758,0.0100002768621,0.0100003512283,0.0341694106253,0.0100014008553,0.0100013015227,0.0100042087042,0.881713393448,0.111318909357,0.111101910913,0.0276460901014,0.0100091960528,0.243250061976,0.0100018105067,0.0100099669903,0.0101536532253,0.0196844493031,0.0529761357672,0.0254723287864,0.0100195574174,0.010016545244,0.0100403659768,0.21266295169,0.104345711704,0.0100760904591,0.0100425700369,0.0100534179979,0.0100821314279,0.0100513281646,0.010065755849,0.0100671223678,0.010074853081,0.0116825314654,0.0446500024085,0.0429817869171,0.0218259589997,0.0136777740694,0.0137704245044,0.0102261226071,0.010125615635,0.0100325374049,0.0100559888523,265.487227239,154.301632204,1.8109215733,74.9250517988,3.0723959282,11.5373965532,0,1.39664130819,4.03194634784,5.03994371186,4.8482041747,8.54005175787,2.79698621739,1.82375717358,0.62588281806,158.701610126,79.8586069802,79.5475683457,7.8292133507,3.79468736866,127.728160548,2.31912575724,9.42169610415,0.185061471027,3.18085122649,13.3758690664,4.27443488191,3.78016873481,3.55652695926,0.933671186358,109.452803538,29.706489426,0.550504197521,1.59341796808,2.59781267875,1.59858806663,2.36995327583,1.73847246175,2.12985317838,1.98177871905,0.353218239338,4.86892388174,4.04049365633,1.06504507036,0.824701148463,0.645270254053,0.814351902969,0.465759622167,1.65454713977,1.17339798813
sobol__0002973@@middle_deltoid@@0.75,80.56143257,115.55620206,-13.56199635,51.0573158,78.53427269,5.06211871,-35.74601163,Middle deltoid,DELT2,0.75,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,297.132728,2.48304432922,7.39151175821e-08,2.47268872045e-12,0.000167531454445,25,1,0.615128870639,0.721240421942,0.010005859578,0.0100000931134,0.69428344086,0.0100000413622,0.999999157615,0.010000354936,0.0100000983851,0.0100000306716,0.0100000425612,0.0100001372373,0.0100001284351,0.0100001519067,0.0100001834923,0.0100008182668,0.0566506029037,0.0553028198591,0.0100587639039,0.0100452377837,0.0100001586639,0.0100007320646,0.0100061743649,0.0100013863761,0.0100452377837,0.0517517627087,0.0100019844865,0.010003207524,0.0100009294079,0.0100085188544,0.286154754215,0.053425039196,0.0100066365181,0.0100033990276,0.0100098377128,0.0100305188141,0.0100055183541,0.0100083650356,0.0100108106336,0.0105354311373,0.0100339399464,0.0100186452015,0.0170122970207,0.0202417328982,0.010010418045,0.0100477880462,0.0101812535807,0.0270731275055,0.0116821856759,0.058739720928,548.3388889,394.023245407,1.85482309273,4.94903341526,725.785546276,13.0619078635,254.121025096,1.2787553086,4.39923730262,6.54160144279,4.96555580073,2.75510930801,3.06793497228,1.88072582519,2.0800994365,0.523227228002,37.8363312838,36.0570742916,0.496404387494,0,3.78341021841,0.488977532802,11.7581189207,2.75627539007,0,13.0513439498,1.92832203046,3.55925206534,4.79777399081,0.749484201905,152.993499281,10.1866187392,0.737734249376,1.7091686845,2.54709202179,1.53007843888,2.32874961274,1.71863064223,2.12500262888,2.0514855993,0.359900730795,1.08725645924,1.60556453285,0.972645083386,0.721790544619,0.475238417801,0.785627738282,1.2342764303,1.43037671144,6.57227297364
sobol__0003935@@biceps@@0.50,-58.21786431,122.34819425,74.10890208,97.07782362,71.26864769,13.11143512,-33.10929288,Biceps,BIClong;BICshort,0.5,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,253.594806,3.70823015167,2.99396809567e-08,1.96003903124e-07,0.00239779753998,28,1,0.565528506807,0.0100000715988,0.0100000175835,0.0100000077222,0.01,0.0100000524527,0.0100000109673,0.0100000856696,0.01,0.0100000008382,0.0100000303887,0.0100000910366,0.404003480485,0.999999764352,0.010000973744,0.0100000292278,0.61002561241,0.59810825071,0.128341913957,0.010045237824,0.835912673492,0.0100009458181,0.0100003985069,0.0100001776405,0.0100005091153,0.0100104736475,0.0100012477055,0.0100004982287,0.0100004771806,0.010001552098,0.800784253484,0.312100614036,0.0100022511827,0.0100011345499,0.0100059432831,0.0100276643055,0.0100048494334,0.0100067792263,0.0100097313199,0.0295369082599,0.0202557596546,0.0500817858276,0.0612758210227,0.0443037740003,0.0100072991586,0.0100256037762,0.0100263654083,0.0287520078567,0.0374177412319,0.0701046156088,388.212075694,1.37029301392,1.53023284679,3.38435858973,10.6704185493,12.2770905725,2.32020314069,1.43857805797,4.2349571248,3.70610059721,3.23963213004,2.63234335893,120.195519882,187.974269105,0.087550502541,1.16263517177,435.262536551,418.422191042,34.5478215644,0,216.87974563,0.186847923298,10.7831445005,2.4718089126,3.09170068439,2.52751882589,1.92906941682,4.07836296056,4.38424522703,1.0101161957,338.156395739,64.0070017643,0.711615274533,1.66917198558,2.56078886619,1.53467041549,2.35671456193,1.72613583696,2.1228381293,5.75002647504,0.752730742264,5.42035557885,5.78426455565,2.14696252457,0.718713920594,0.474197900984,0.738161876001,1.23819791441,4.47285221865,7.32978618617
sobol__0003163@@brachialis@@0.00,10.16104194,88.95952238,-42.93211354,118.53290174,-59.51260231,-9.68641644,12.00789462,Brachialis,BRA,0,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,352.128778,5.66829470762,9.42863703557e-07,4.96669372296e-12,0.000495864838979,25,3,0.0100014925467,0.567217633659,0.198964460556,0.181456471137,0.153169559353,0.161322522743,0.0100064777704,0.0100054625557,0.0100066659429,0.0100005118566,0.0100004733002,0.0100046979816,0.0100033739145,0.0100023278487,0.0100013832247,0.0942248057474,0.500113384541,0.499618932007,0.12609583199,0.999999786644,0.414680796886,0.160428235652,0.0100452377785,0.0100001002696,0.999999172833,0.999999763545,0.0100001561427,0.364706276137,0.0100000867764,0.0100012325462,0.0100000709851,0.0100004120544,0.0100012799077,0.0100003650774,0.0940344018203,0.338817152359,0.0100005317668,0.0100011566056,0.0100052342124,0.670784656973,0.0100025350813,0.0100008475969,0.0406046412444,0.201751429454,0.0100010052628,0.157238014434,0.318199826955,0.393415640325,0.0100009628971,0.684981244125,9.9829353703,220.651388038,37.6044627168,29.1243869794,150.499446435,210.326955473,2.53871888488,1.43935092544,4.44202631902,6.55565122918,4.96464743575,2.66659867346,2.88151826059,1.83469711657,1.65071916729,10.193880737,358.77457904,358.065509037,35.710334674,350.145622447,116.556323751,50.8234019772,0,1.43524084603,245.002100425,251.930289715,1.25689149897,132.142177977,2.69906330405,0.81890266831,5.53171957988,2.50136767375,0.377094340512,1.55319434537,24.3346197531,55.0301053624,2.36795186373,1.72911676997,2.08267555167,132.340138439,0.222130983228,0.888874890073,3.23078248726,9.67924968888,0.475895605061,6.28520570296,24.6227138963,18.0528961948,2.00891185521,79.0084132724
sobol__0003903@@triceps@@0.50,-53.99911431,107.11381925,16.68702708,116.37469862,-9.98135231,-2.47450238,-15.29679288,Triceps,TRIlong;TRIlat;TRImed,0.5,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,383.212733,3.28349797058,2.90526789293e-08,2.59348098552e-12,0.00077486234554,21,2,0.552439390545,0.999998880434,0.0100002309974,0.560663367173,0.010000106822,0.0100009426881,0.0100452380961,0.0100009765394,0.01000006671,0.0100000203373,0.010000028309,0.44129890455,0.0100001571353,0.0100001369798,0.0100004546758,0.999997388571,0.350607661045,0.349924365201,0.173508781132,0.0100010375769,0.285734173273,0.0100001658856,0.0100003867875,0.0100018597022,0.0100025442151,0.0697337957557,0.0327567421181,0.0100023091214,0.0100016389248,0.0100052323656,0.211082491306,0.225430838627,0.0100090212065,0.010004839485,0.0188856589333,0.0158466907398,0.010046163974,0.0100571185889,0.0123178619631,0.0128326505522,0.0105649787064,0.0440042436809,0.044454063689,0.0212467399092,0.0111527499058,0.0135284910754,0.0100273083016,0.0100273854642,0.0100072375689,0.0100118055883,258.190769005,222.072681957,1.81060644746,134.937635182,3.072057717,11.5341300745,0,1.39594145193,4.03169309295,5.03981442942,4.84804762295,110.29500995,2.79663839889,1.82354481677,0.625647959585,89.9959086221,125.760482066,125.270718244,49.1366866243,3.79159432646,150.036140017,2.31874441841,9.41267891568,0.729179470039,1.61633198602,17.6069867691,5.49681037361,3.77366131459,3.55123424323,0.930404050396,108.639376381,64.1785725028,0.546839888807,1.58743139897,4.8800720545,2.51259675538,2.36873563673,1.73698070703,2.60603144516,2.52425256915,0.319429328135,4.7985061903,4.1788947183,1.03678081691,0.672454860588,0.633933461538,0.798519430143,0.461241215694,1.65037473874,1.16824239838
sobol__0000234@@biceps@@0.00,111.98233101,59.98247159,63.89161693,97.49042127,72.94833519,3.01988238,-22.35733976,Biceps,BIClong;BICshort,0,1,usable,Converged with independently replayed constrained generalized-force equilibrium and small reserve torques,308.839898,1.23988343174,5.96208238335e-08,1.70493358519e-12,0.000113280246623,20,0,0.23749712489,0.0100001165232,0.0167015629729,0.0100001357233,0.0100004283407,0.010000052638,0.610041987028,0.260681113891,0.690214052,0.0100002355612,0.0100004396003,0.0435461595652,0.010001767238,0.010000741985,0.010021473834,0.492894251161,0.0100091765876,0.0100093209933,0.0100247608561,0.0100452375572,0.0100452375572,0.0100452375572,0.0713600105499,0.0100100443263,0.0107211129258,0.0414960254987,0.0349530410658,0.0100028163027,0.0100059863982,0.0100075913678,0.0754666765047,0.016421097042,0.0100161493215,0.0100084763924,0.0100061080983,0.0100091958055,0.0100091235311,0.0100109371808,0.0100089564542,0.0100091129851,0.012100473724,0.0462717284981,0.0387114385808,0.0185370312731,0.0175959803588,0.0126195051179,0.0100881408206,0.0100253301126,0.0100087941876,0.0100116677298,266.665982588,10.5151176865,3.0666717723,4.98893165502,7.79980876629,12.7931599356,164.19320604,36.1185878999,200.315913694,4.79215623493,1.87870097573,11.1715925798,2.68730166537,1.76762544582,1.52054446166,69.6526894774,7.14482442823,7.00628495493,2.70235387491,0,0,0,76.8610191954,2.4730063364,3.27785985826,10.4772465311,6.1270261091,4.00580569062,4.44087266126,1.00494877082,31.2089954863,3.30547404946,0.705768866315,1.65645514606,2.58743399086,1.60433195831,2.36484630398,1.72986262926,2.11055397136,1.97271773768,0.382814286202,5.05251442677,3.64657289591,0.904546085032,1.12090919738,0.595849407967,0.739405476979,0.460355739122,1.49147773781,1.16196553623
